message_type, arerror_code, message_summary, message_description
Error,8980,Failed to open a system form d,Failed to open a system form definition file: fileName.
Error,8982,Object is already owned by ano,Object is already owned by another application.
Error,8983,Changing the data type of the ,Changing the data type of the field is not allowed.
Error,8987,Change field action can only b,Change field action can only be: 1 to indicate a field or 0 to indicate a value.
Error,8988,Archive or Audit information c,Archive or Audit information could not be set for this form.
Error,8989,Cannot delete data fields from,Cannot delete data fields from Archive or Audit form.
Error,8991,Cannot create this field in Ar,"Cannot create this field in Archive or Audit Form. If this is a main form, then a field with that ID exists in the Archive/Audit form and archive or audit will be disabled. If this is an Archive/Audit form then fields of this type cannot be created."
Error,8993,If any of the Copy options are,"If any of the Copy options are chosen, form name must be present."
Error,8994,Both the Source form and the A,Both the Source form and the Archive or Audit form must belong to the same Application.
Error,8995,Archive Type does not match th,Archive Type does not match the remaining archive information passed in.
Error,8996,Archive not possible on Dialog,"Archive not possible on Dialog or Archive forms. For Vendor forms, only 'Copy to Archive' option is available."
Error,8997,Turn off the archive or audit ,Turn off the archive or audit to this form to delete this form.
Error,8998,Cannot modify or create entrie,Cannot modify or create entries in an Archive or Audit form.
Error,8999,The Archive or Audit form is i,"The Archive or Audit form is invalid. Archive or Audit form should be of proper type, proper permissions as the source form. Please check the manual for requirements for a valid Archive or Audit form."
Error,9000,Encryption is disallowed by th,Encryption is disallowed by the AR System server.
Error,9001,Encryption is required by the ,Encryption is required by the AR System server.
Error,9002,Data encryption key exchange f,Data encryption key exchange failed.
Error,9003,Error during public key data d,Error during public key data decryption.
Error,9004,Error during symmetric key dat,Error during symmetric key data decryption.
Error,9005,An error occurred in the encry,An error occurred in the encryption library.
Error,9006,The specified public key encry,The specified public key encryption algorithm is not supported by the encryption library.
Error,9007,The specified data key encrypt,The specified data key encryption algorithm is not supported by the encryption library. 
Error,9008,The size of the memory buffer ,The size of the memory buffer used in XDR (external data representation) is invalid.
Error,9009,XDR xres error during XDR enco,XDR xres error during XDR encoding. 
Error,9010,The encryption library was not,The encryption library was not found and cannot be loaded.
Error,9011,Loading of encryption library ,Loading of encryption library failed.
Error,9012,Encryption is not licensed on ,Encryption is not licensed on the AR System server.
Error,9013,The encryption license does no,The encryption license does not match the encryption library.
Error,9014,The encrypted string is greate,The encrypted string is greater than the maximum length allowed.
Error,9015,To encrypt/decrypt a null stri,To encrypt/decrypt a null string is not allowed.
Error,9016,An error occurred with the dec,An error occurred with the decryption because the CRC is invalid.
Error,9017,FIPS encryption failed.,FIPS encryption failed.
Error,9018,Client cannot connect to this ,Client cannot connect to this FIPS-compliant server because the client is connected to a server that does not enforce FIPS.
Error,9019,Client cannot connect to this ,Client cannot connect to this FIPS-noncompliant server because the client is connected to a server that enforces FIPS.
Error,9020,FIPS mode requires the securit,FIPS mode requires the security policy to be 'encryption required'.
Error,9050,Localization has been turned o,Localization has been turned on but no Message Catalog exists.
Error,9051,Multiple Message Catalogs exis,Multiple Message Catalogs exist. There must only be one Message Catalog.
Error,9052,The VUI is not unique for the ,"The VUI is not unique for the form. The label, locale, and platform properties of this VUI must be unique to the form."
Error,9055,The VUI import file is in an i,The VUI import file is in an incorrect format.
Error,9056,The server is not localized.,The server is not localized.
Error,9057,Recursion of localized queries,Recursion of localized queries are not allowed.
Error,9058,Update of Localized Active Lin,Update of Localized Active Link or Menu failed.
Error,9059,The join form contains a circu,The join form contains a circular reference.
Error,9060,A system error prevented the U,A system error prevented the Unicode converter from being opened.
Error,9061,Failed to convert the Characte,Failed to convert the Character data to Unicode format.
Error,9062,Failed to convert from Unicode,Failed to convert from Unicode format to character data.
Error,9063,Server allows only Unicode cli,Server allows only Unicode clients (except Administrator and Alert tools).
Error,9075,Problem encountered during cre,Problem encountered during creation of one of the server system forms.
Error,9076,Cannot find the Server Events ,Cannot find the Server Events form.
Error,9077,Server Events fields can only ,Server Events fields can only exist on one form. Delete the duplicate.
Error,9078,Cannot find the Server Statist,Cannot find the Server Statistics form.
Error,9079,Server Statistics fields can o,Server Statistics fields can only exist on one form. Delete the duplicate.
Error,9080,Application Statistics fields ,Application Statistics fields can only exist on one form. Delete the duplicate.
Error,9081,Cannot find the Application St,Cannot find the Application Statistics form.
Error,9082,Application Statistics fields ,Application Statistics fields can only exist on one form. Delete the duplicate.
Error,9083,Cannot find the Application St,Cannot find the Application Statistics Configuration form.
Error,9084,User is currently connected fr,User is currently connected from another machine.
Error,9085,Host IP address not found.,Host IP address not found.
Error,9088,The import file does not hold ,The import file does not hold an application definition.
Error,9089,User data is corrupted.,User data is corrupted.
Error,9090,Cannot change license type of ,Cannot change license type of a user to Fixed more than 3 times in 1 week.
Error,9091,User data is corrupted. Licens,User data is corrupted. License deleted.
Error,9092,The pending file is corrupt.,The pending file is corrupt.
Error,9093,User is currently connected fr,User is currently connected from another machine.
Error,9096,Value specified for the Authen,Value specified for the Authentication Chaining Mode is outside the valid range of 0 - 4.
Error,9097,Cannot find the Server License,Cannot find the Server License form.
Error,9098,Server License fields can only,Server License fields can only exist on one form. Delete the duplicate form formName.
Error,9100,The command does not occur on ,The command does not occur on the local server.
Error,9101,The direct SQL and run process,"The direct SQL and run process commands are valid only as server-side processes, not as client-side."
Error,9102,Invalid Run Process or Direct ,Invalid Run Process or Direct SQL command.
Error,9110,Server does not have a valid h,Server does not have a valid host id. Please correct this error to enable licensing for this server.
Error,9130,Error encountered while execut,Error encountered while executing a Web Service.
Error,9131,XML Output mapping cannot be e,XML Output mapping cannot be empty.
Error,9132,The output default value of el,The output default value of element does not match the input value.
Error,9141,Conversion of timestamp to a s,Conversion of timestamp to a string failed.
Error,9142,Conversion of time value to a ,Conversion of time value to a string failed.
Error,9143,Conversion of a datetime strin,Conversion of a datetime string to timestamp failed.
Error,9144,Upgrade of system form failed ,Upgrade of system form failed because the definition file is not the required version.
Error,9145,Upgrade of system form failed ,Upgrade of system form failed because the definition file is missing an expected field.
Error,9150,Error while opening the armoni,Error while opening the armonitor lock file.
Error,9200,You have has no access permiss,You have has no access permission to objectName. Check with your administrator.
Error,9201,Session is invalid or has time,Session is invalid or has timed out. Please reload page to log in again.
Error,9202,There are no available attachm,There are no available attachment fields.
Error,9203,The form action request failed,The form action request failed.
Error,9204,Please select an attachment fi,Please select an attachment file first.
Error,9205,No help available.,No help available.
Error,9206,Cannot get the Help text.,Cannot get the Help text.
Error,9207,Illegal request parameter.,Illegal request parameter.
Error,9208,Failed to get config property.,Failed to get config property.
Error,9209,Cannot find an empty attachmen,Cannot find an empty attachment field large enough to hold this attachment.
Error,9210,The size of the attachment is ,The size of the attachment is too large. Maximum size of available slot is number bytes.
Error,9211,You have to specify a file to ,You have to specify a file to upload.
Error,9212,Failed to add attachment.,Failed to add attachment.
Error,9213,Failed to load the attachment ,Failed to load the attachment because the request has no incorrect setting.
Error,9214,The file does not exist or is ,The file does not exist or is empty.
Error,9215,Internal error.,Internal error.
Error,9216,Display or save attachment fai,Display or save attachment failed. Invalid request parameters.
Error,9217,File not found. Either the fil,File not found. Either the file requested is not present or the URL supplied is bad.
Error,9218,Unable to retrieve the file fo,Unable to retrieve the file for viewing.
Error,9219,There is no attachment file to,There is no attachment file to delete.
Error,9220,There is no attachment file to,There is no attachment file to display.
Error,9221,There is no attachment file to,There is no attachment file to save.
Error,9222,The attachment to be downloade,The attachment to be downloaded cannot be found.
Error,9223,Cannot convert AR System query,Cannot convert AR System query into a Crystal query due to incorrect NULL value usage. Please see your administrator.
Error,9224,Crystal Report does not allow ,Crystal Report does not allow '}' in fieldname. Remove this character from the fieldname.
Error,9225,Cannot convert AR System query,Cannot convert AR System query into a Crystal query: character value in QualifierInfo object is NULL. Please see your administrator.
Error,9226,Cannot convert AR System query,Cannot convert AR System query into a Crystal query: bad enum field type. Please see your administrator.
Error,9227,Query conversion failure unkno,Query conversion failure unknown: queryName. Try again or rewrite your AR System query in another way.
Error,9228,Unsupported syntax in query co,Unsupported syntax in query conversion. Try to rewrite your AR System query in another way.
Error,9229,Cannot convert AR System query,Cannot convert AR System query into a Crystal query: invalid data type for enum value. Please see your administrator.
Error,9230,The report file location is no,The report file location is not specified. Please see your administrator.
Error,9231,Invalid AR System report defin,Invalid AR System report definition. Re-attach the definition and try again or create a new report.
Error,9233,AR System report definition do,AR System report definition does not have the field list. Re-attach the definition and try again or create a new report.
Error,9234,Cannot display AR System repor,Cannot display AR System report reportName. Please try again or see your administrator.
Error,9235,An invalid operation was speci,An invalid operation was specified for an AR System report. Please see your administrator.
Error,9236,Cannot open AR System report f,Cannot open AR System report file fileName. Please try again or see your administrator.
Error,9237,Invalid AR System report defin,Invalid AR System report definition: no 'Report: ' string found. Re-attach the definition and try again or create a new report.
Error,9238,Invalid AR System report defin,Invalid AR System report definition. Re-attach the definition and try again or create a new report.
Error,9240,Cannot decode URL. The URL sup,Cannot decode URL. The URL supplied is invalid. Please see your administrator.
Error,9241,Cannot create report directory,Cannot create report directory directoryName. Please see your administrator.
Error,9242,Bad data type for report attac,Bad data type for report attachment field. Please try again or see your administrator.
Error,9243,No attachment info for report ,No attachment info for report attachment. Please try again or see your administrator.
Error,9244,No filename for report attachm,No filename for report attachment. Please see your administrator.
Error,9245,No report directory specified ,No report directory specified for reporting. Please see your administrator.
Error,9246,Cannot find report reportName ,Cannot find report reportName of type reportType for form formName on server serverName. Please see your administrator.
Error,9247,Cannot find report type report,Cannot find report type reportType. Please see your administrator.
Error,9248,Internal error: Bad data type ,Internal error: Bad data type for query class field. Please see your administrator.
Error,9249,Cannot load query converter cl,Cannot load query converter class classType. Please try again or see your administrator.
Error,9250,Invalid report operation. This,Invalid report operation. This operation is no longer supported.
Error,9251,Bad data type for report opera,Bad data type for report operation command field. Please see your administrator.
Error,9252,Report operation command is em,Report operation command is empty. Please see your administrator.
Error,9253,Form with ID IDNumber cannot b,Form with ID IDNumber cannot be found on ARServer serverName. Please see your administrator.
Error,9254,Mid Tier does not have permiss,Mid Tier does not have permission to create directory directoryName: directoryName. Please see your administrator.
Error,9255,Cannot start query converter c,Cannot start query converter class className. Please see your administrator.
Error,9256,Unable to start query conversi,Unable to start query conversion: stringContents. Please see your administrator.
Error,9257,Problem opening output stream:,Problem opening output stream: stringContents Please see your administrator.
Error,9259,Object(s) cannot be found on A,Object(s) cannot be found on AR System server.
Error,9260,Report location is missing fro,Report location is missing from report settings configuration page. Please see your administrator.
Error,9261,Error generating Status Histor,Error generating Status History information.
Error,9262,Submit failed.,Submit failed.
Error,9263,Modify failed.,Modify failed.
Error,9264,You have no access permission ,You have no access permission to the form formName.
Error,9265,You have no access permission ,You have no access permission to the field fieldName.
Error,9266,Please select an entry first.,Please select an entry first.
Error,9267,Required parameter(s) missing ,Required parameter(s) missing for form view creation: parameterName.
Error,9268,Unable to generate the JSP pag,Unable to generate the JSP page.
Error,9269,Unable to perform query becaus,Unable to perform query because results list field not found. Please inform your AR System administrator.
Error,9270,Entry with ID IDNumber does no,Entry with ID IDNumber does not exist in database.
Error,9271,You have entered an improperly,You have entered an improperly formatted value for the field.
Error,9272,Value does not fall within the,Value does not fall within the limits specified for the field.
Error,9273,This is a display-only field.,This is a display-only field.
Error,9275,Status History operation valid,Status History operation valid only in modify mode.
Error,9276,There is no valid web view for,There is no valid web view for this form.
Error,9277,Found more entries than expect,Found more entries than expected during workflow processing.
Error,9278,No item matches active link co,No item matches active link conditions; this operation has been defined so that no match generates an error.
Error,9280,A failure occurred because the,A failure occurred because the name of the server serverName is not in the list of valid mid tier servers - serverName.
Error,9281,A failure occurred in the proc,A failure occurred in the process used by the Set Fields action.
Error,9282,Failed to create the following,Failed to create the following menu: menuName.
Error,9283,An internal error has occurred,An internal error has occurred during workflow processing: errorMessageString.
Error,9289,Invalid AR System Server Name.,Invalid AR System Server Name.
Error,9291,Not a valid administrator pass,Not a valid administrator password on the server - serverName. Please add/modify the password for the server in configuration page.
Error,9292,Not a valid administrator user,Not a valid administrator user on the server - serverName.
Error,9293,Cannot convert AR System query,Cannot convert AR System query into a Crystal query: you cannot use operatorInQuery to evaluate null. Please rewrite your query.
Error,9294,Your query has returned too ma,"Your query has returned too many results. Narrow your query criteria, specify a smaller maximum number of queries to return, or ask your administrator to specify a smaller chunk size for the table or results list."
Error,9295,Incorrect login parameters. We,"Incorrect login parameters. Web page, user, and/or server name(s) must be provided."
Error,9296,No matches were found for your,No matches were found for your qualification.
Error,9297,The query is too complex for t,The query is too complex for the report engine.
Error,9298,Unable to convert. Your query ,Unable to convert. Your query is too complex. The default results list query will be used.
Error,9300,The Run Process specified in t,The Run Process specified in the active link action failed because this Run Process command is not supported.
Error,9301,The report file cannot be retr,The report file cannot be retrieved from the server to the mid tier: fileName.
Error,9302,Throw Error - 9302.,Throw Error - 9302.
Error,9303,Unable to retrieve a user from,Unable to retrieve a user from the user pool on this old version of AR System.
Error,9304,Unable to retrieve the report ,Unable to retrieve the report file.
Error,9306,Attempt to divide by zero (0) ,Attempt to divide by zero (0) in arithmetic operation.
Error,9307,Date is out of allowed range o,Date is out of allowed range of 1970 to 2037 for web client. 
Error,9308,Page has been updated. Please ,Page has been updated. Please Refresh to get the updated page.
Error,9309,Show Status History action ign,Show Status History action ignored. Status History field does not exist in form.
Error,9310,Invalid time format. Please en,Invalid time format. Please enter time in this format:
Error,9325,You have entered an improperly,You have entered an improperly formatted value for a currency field.
Error,9326,You have entered an invalid cu,You have entered an invalid currency type.
Error,9327,You have entered an invalid cu,You have entered an invalid currency code for a currency field. Using previous valid code.
Error,9329,The location does not have the,The location does not have the required parameter server or webService.
Error,9330,No Web Service named webServic,No Web Service named webServiceName exists in server serverName.
Error,9331,No operation named operationNa,No operation named operationName exists in web service webServiceName.
Error,9332,Invalid operation type operati,Invalid operation type operationType specified on web service container.
Error,9334,The XPATH expression xpathExpr,The XPATH expression xpathExpression is not found in input mapping.
Error,9335,Invalid Date Time Value: dateT,Invalid Date Time Value: dateTimeString.
Error,9336,Invalid URL for accessing WSDL,Invalid URL for accessing WSDL: requested_URL.
Error,9337,No web service definition foun,No web service definition found: webServiceName.
Error,9338,No authentication information ,No authentication information found: serverName.
Error,9339,Data types of the two operands,Data types of the two operands do not match.
Error,9341,No Preference server or Home P,No Preference server or Home Page Server specified. Home Page needs a server.
Error,9342,No servers configured in Mid T,No servers configured in Mid Tier Configuration. Home Page needs a configured server.
Error,9343,No Preference form or ServerSe,No Preference form or ServerSetting Home Page form specified. Home Page needs a form.
Error,9344,Cannot connect to server serve,Cannot connect to server serverName to access Home Page.
Error,9345,Your user name or password was,Your user name or password was not accepted by any AR System server configured in the BMC Remedy Mid Tier Configuration Tool.
Error,9350,Network protocol/data error wh,Network protocol/data error when performing data operation. Please contact administrator.
Error,9351,Unable to setup data connectio,"Unable to setup data connection, which is preventing the application from working correctly."
Error,9352,A form definition has been cha,"A form definition has been changed, so unable to retrieve data. Please contact administrator."
Error,9353,The operation cannot be comple,The operation cannot be completed because you have logged out.
Error,9354,No compatible (standard or web,No compatible (standard or web fixed) view for the requested form can be found - unable to display form.
Error,9355,The requested form formName ca,The requested form formName cannot be found.
Error,9356,Unsupported locale locale.,Unsupported locale locale.
Error,9357,Unsupported timezone timeZone.,Unsupported timezone timeZone.
Error,9358,Application does not exist on ,Application does not exist on server - serverName.
Error,9359,Server and form names are requ,Server and form names are required in the URL.
Error,9360,The size of the current global,The size of the current global fields exceeded the allowable 3.5 KB size.
Error,9361,A current session exists for a,A current session exists for a different user - userName. Log off the existing session and try again.
Error,9362,Aliases are not supported by t,"Aliases are not supported by the AR System 6.3 and later. Use form, view, or app parameters instead."
Error,9363,The action failed because the ,The action failed because the mid tier is unavailable or could not be contacted.
Error,9364,One or more items match active,One or more items match active link conditions; this operation has been defined so that any match generates an error.
Error,9365,No rows have been selected for,No rows have been selected for ModifyAll.
Error,9366,The Run Process active link ac,The Run Process active link action failed because this Run Process command was used incorrectly.
Error,9367,Data types are not appropriate,Data types are not appropriate for relational operation.
Error,9368,Invalid data type in active li,Invalid data type in active link.
Error,9369,Function not supported.,Function not supported.
Error,9370,The guide guideName is invalid,The guide guideName is invalid or not owned by any form.
Error,9371,The definition for the guide g,The definition for the guide guideName cannot be found and might be missing from the AR System server.
Error,9372,The specified menu is invalid.,The specified menu is invalid.
Error,9373,You have entered an improperly,You have entered an improperly formatted value for a real field.
Error,9374,You have entered an improperly,You have entered an improperly formatted value for a decimal field.
Error,9375,You entered a nondigit charact,You entered a nondigit character for a numeric field.
Error,9376,Format of date or time value i,Format of date or time value is not recognized.
Error,9377,Time is out of allowed range o,Time is out of allowed range of number and number. 
Error,9381,No such user exists.,No such user exists.
Error,9382,Authentication failed.,Authentication failed.
Error,9383,No forms found containing fiel,No forms found containing field ID: IDNumber.
Error,9384,Multiple forms contain field I,Multiple forms contain field ID: IDNumber.
Error,9385,Unable to contact the web serv,Unable to contact the web server to the complete action.
Error,9386,Security Exception!! Possible ,Security Exception!! Possible insecure call issued. Please try opening the report again.
Error,9387,Request timeout. Please try op,Request timeout. Please try opening the report again.
Error,9388,Authentication failed.,Authentication failed.
Error,9389,The length of server name or f,The length of server name or form name exceeds the allowed length.
Error,9390,There is either no definition ,There is either no definition or the user user does not have permission for keys keys for the module module in the server serverName.
Error,9391,The requested plug-in moduleNa,The requested plug-in moduleName does not exist in the list of Data Visualization Module Server(s) in the BMC Remedy Mid Tier Configuration Tool.
Error,9392,Could not create the required ,Could not create the required directory directoryName to download module module from server serverName.
Error,9393,There is no jar file for the m,There is no jar file for the module module in the server serverName.
Error,9394,Could not download the module ,Could not download the module jar file for module module from the server serverName. Please see the log file for further details.
Error,9395,Unable to find the module modu,Unable to find the module module in the mid-tier plug-ins directory.
Error,9396,Unable to find the properties ,Unable to find the properties file fileName in the mid-tier plug-ins directory.
Error,9397,Unable to find the JAR file fi,Unable to find the JAR file fileName in the mid-tier plug-ins directory.
Error,9398,The module class class does no,The module class class does not match the module module from server serverName.
Error,9399,The module class class for the,The module class class for the module module from server serverName is not found in the jar file.
Error,9400,The module class class for the,The module class class for the module module from server serverName does not have the required no arg constructor.
Error,9401,The module class class for the,The module class class for the module module from server serverName made an illegal access and cannot be instantiated.
Error,9402,The server serverName is not l,The server serverName is not localized or not contactable.
Error,9403,The module module from the ser,The module module from the server serverName does not have the privileges to perform the call.
Error,9421,Unable to reach Mid-Tier. If y,"Unable to reach Mid-Tier. If you are on SSO, please re-login to SSO service."
Error,9422,You have exceeded the maximum ,You have exceeded the maximum allowable number of saved searches for this form. You need to delete number searches using Manage My Searches dialog before you can save new search.
Error,9423,Cross Site Scripting not allow,Cross Site Scripting not allowed.
Error,9424,Required field (without a defa,Required field (without a default) not specified.
Error,9425,The administrator has set acce,The administrator has set access for administrator users only. Please retry your operation later.
Error,9426,An error had occurred. Please ,An error had occurred. Please see your administrator.
Error,9701,The Currency form does not con,The Currency form does not contain the correct number of required currency fields.
Error,9710,Bulk entry transaction already,Bulk entry transaction already in progress.
Error,9711,No bulk entry transaction is i,No bulk entry transaction is in progress.
Error,9712,Invalid action type for end of,Invalid action type for end of bulk entry transaction.
Error,9713,The attempted bulk entry trans,The attempted bulk entry transaction failed due to an error in one of the individual operations.
Error,9720,The updating of object relatio,The updating of object relationship data through the AR System Object Relationships form is not allowed.
Error,9730,The updating of metadata throu,The updating of metadata through the Metadata view forms is not allowed.
Error,9735,Invalid full text scan informa,Invalid full text scan information in form object properties.
Error,9750,Error encountered while loadin,Error encountered while loading the shared library.
Error,9751,The shared library identificat,The shared library identification is invalid or duplicate.
Error,9752,The shared library does not pr,The shared library does not provide an Identification routine implementation.
Error,9753,The shared library is not load,The shared library is not loaded because it violates one of the prerequisites.
Error,9754,The shared library has an inva,The shared library has an invalid RPC program number.
Error,9755,Error encountered while initia,Error encountered while initializing (Initialization routine) the shared library.
Error,9756,This version of internal API i,This version of internal API is not supported by the server.
Error,9757,Invalid call made from within ,Invalid call made from within filter context.
Error,9758,Invalid filter processing call,Invalid filter processing call made outside of filter context.
Error,9759,Extension library called with ,Extension library called with no filter context.
Error,9760,Workflow API function called f,Workflow API function called from improper filter phase.
Error,9761,Unrecognized internal workflow,Unrecognized internal workflow API function.
Error,9781,Role name was not found. Verif,Role name was not found. Verify that the role name is valid.
Error,9782,Invalid role format: %s.,Invalid role format: %s.
Error,9800,The reserved fields already ex,The reserved fields already exist on this email form.
Error,9801,Couldn't locate the Email form,Couldn't locate the Email form.
Error,9802,Email attachment mapping is in,Email attachment mapping is invalid.
Error,9803,Cannot locate mailbox.,Cannot locate mailbox.
Error,9804,A required form for Email is m,A required form for Email is missing. Server will attempt to import the form in place. Please verify the form gets imported or import it manually to ensure the Email Engine will work properly. formName.
Error,9820,Error opening license audit fi,Error opening license audit file.
Error,9821,Error reading license audit fi,Error reading license audit file.
Error,9822,Error writing license audit fi,Error writing license audit file.
Error,9823,Corrupted license audit file.,Corrupted license audit file.
Error,9824,Unable to initialize license a,Unable to initialize license audit mutex.
Error,9850,You do not have application wr,You do not have application write license.
Error,9851,No additional application fixe,No additional application fixed license for this type of license is available: licenseType.
Error,9856,There is no such application u,There is no such application user fixed license on the system: licenseType.
Error,9857,Application or Form already Li,Application or Form already Licensable. Cannot modify or unlicense the Application or Form.
Error,9858,The application is not license,The application is not licensed.
Error,9859,The license information provid,The license information provided for this form does not match that in owning application.
Error,9860,The application license format,The application license format is not valid.
Error,9861,The form is missing applicatio,The form is missing application licensing information.
Error,9864,The Application or the Form ca,"The Application or the Form cannot be made licensable. Only deployable applications can be made licensable. Also, Forms have to belong to deployable applications to be made licensable."
Error,9870,Escalations must be disabled.,Escalations must be disabled.
Error,9871,Execution terminated by workfl,Execution terminated by workflow debugger.
Error,9872,Error in field value list (bad,Error in field value list (bad ID or datatype).
Error,9873,Command not valid at this time,Command not valid at this time.
Error,9874,Invalid Breakpoint ID.,Invalid Breakpoint ID.
Error,9901,External Logging Error.,External Logging Error.
Error,9902,External Logging Not Handled.,External Logging Not Handled.
Error,9905,Internal API call failed.,Internal API call failed.
Error,9906,Size of memory allocation for ,Size of memory allocation for result exceeded configured limit on the server.
Error,9907,Illegal command line parameter,Illegal command line parameter.
Error,9908,Illegal operation for placehol,Illegal operation for placeholder schema.
Error,9911,Admin operations are suspended,Admin operations are suspended because the number of open caches is at the configured limit.
Error,9922,Audit not possible on Dialog o,Audit not possible on Dialog or Audit forms.
Error,9923,Join form Audit cannot be enab,Join form Audit cannot be enabled unless the base forms have audit enabled.
Error,9924,The same Log Key cannot be app,The same Log Key cannot be applied to more than one field in a schema.
Error,9925,There are incorrect number of ,There are incorrect number of reserved fields in the Archive or Audit form.
Error,9926,The Archive or Audit form is a,The Archive or Audit form is already in use by another form.
Error,9927,The number of data fields in t,The number of data fields in the main form should be less than or equal to the data fields in the Archive or Audit form.
Error,9928,The data types of the data fie,The data types of the data fields in the Source and Archive/Audit form do not match.
Error,9929,Field is missing from the Arch,Field is missing from the Archive/Audit form.
Error,9931,Qualification cannot contain E,Qualification cannot contain EXTERNAL references.
Error,9933,You cannot disable the audit o,You cannot disable the audit on this form until you disable the audit on dependent form.
Error,9934,You cannot enable the audit on,You cannot enable the audit on this form until you enable the audit on base forms.
Error,9935,Fields in the range 5000 to 59,Fields in the range 5000 to 5999 are reserved for Audit use.
Error,9940,Time-out during plug-in call -,"Time-out during plug-in call -- the request has been accepted by the plug-in server, but the plugin has not yet responded."
Error,9950,The input provided for calcula,The input provided for calculating the next recurrence is bad.
Error,9951,The date calculated is invalid,The date calculated is invalid or a bad date format. Please make sure the date format is in the ARServer's date format and separator.
Error,9952,Type of recurrence requested i,Type of recurrence requested is invalid.
Error,9953,Month of year selected is inva,Month of year selected is invalid.
Error,9954,Week of Month selected is inva,Week of Month selected is invalid.
Error,9955,Day of Month selected is inval,Day of Month selected is invalid.
Error,9956,Hours of day selected is inval,Hours of day selected is invalid.
Error,9957,Day of the week selected is in,Day of the week selected is invalid.
Error,9958,The date is out of range of th,The date is out of range of the 1970 - 2038 allowed by the OS.
Error,9960,Recurrence of type Specific Da,Recurrence of type Specific Dates has no dates.
Error,9971,Cannot find respective System ,Cannot find respective System Log Form.
Error,9972,The fields reserved for respec,The fields reserved for respective System Log Forms can exist only on one form. Delete the duplicate.
Error,9973,The Application_Properties fie,The Application_Properties fields can exist only on one form. Delete the duplicate.
Error,9974,The Application_Interface fiel,The Application_Interface fields can exist only on one form. Delete the duplicate.
Error,9975,There is no recursion qualifie,There is no recursion qualifier specified in the Recursive Query.
Error,9976,Wrong schema type specified fo,Wrong schema type specified for a query form list item in the Recursive Query.
Error,9977,Can not specify more than one ,Can not specify more than one Recursive Query.
Error,9979,Can specify fields from only o,Can specify fields from only one schema in the Recursive Query fields list.
Error,9980,Wrong recursive schema specifi,Wrong recursive schema specified in the Recursive Query.
Error,9981,Wrong or missing join type.,Wrong or missing join type.
Error,9982,Wrong query type specified for,Wrong query type specified for an item in the query form list.
Error,9983,Schema alias associated with t,Schema alias associated with the field is not valid.
Error,9984,RegularQuery parameter cannot ,RegularQuery parameter cannot be empty.
Error,9985,The list of query sources cann,The list of query sources cannot be empty.
Error,9986,Join qualifier is specified bu,Join qualifier is specified but join source is not valid.
Error,9987,Field definition not valid.,Field definition not valid.
Error,9988,Recursive query cannot be empt,Recursive query cannot be empty.
Error,9989,The list of the query fields m,The list of the query fields must contain at least one regular field you have permission to.
Error,9990,The ValueSetQuery property can,The ValueSetQuery property can only have one field.
Error,9991,Invalid join qualifier for thi,Invalid join qualifier for this join form.
Error,9992,Dialog forms not allowed in a ,Dialog forms not allowed in a dynamic query.
Error,9993,Join qualifier not allowed for,Join qualifier not allowed for the first query source in the list.
Error,9994,Diary field or long char field,Diary field or long char field not allowed in join criterion.
Error,11001,The 'Force For Mailbox' has be,The 'Force For Mailbox' has been enabled but no Mailbox has been supplied.
Error,11002,The 'Expires' has been enabled,The 'Expires' has been enabled but no Expiration Date has been supplied.
Error,11003,The 'Force From Email Addresse,The 'Force From Email Addresses' has been enabled but no Email Addresses have been supplied.
Error,11004,Mailbox Name is missing and no,Mailbox Name is missing and no default Mailbox has been configured.
Error,11005,You are removing the default m,You are removing the default mailbox. Please specify a new default mailbox.
Error,11006,You are deleting a record that,You are deleting a record that has an associated mailbox. This means that you will no longer be able to send email notifications and/or reply to emails.
Error,11007,You must specify an Outgoing M,You must specify an Outgoing Mailbox for this mailbox if you set Email Action to Parse.
Error,11010,Outgoing Mailbox configuration,Outgoing Mailbox configuration does not contain a Server Name.
Error,11011,Incoming Mailbox configuration,Incoming Mailbox configuration does not contain a User Name or Server Name.
Error,20000,Use the 20000-20999 range for ,Use the 20000-20999 range for externally written plug-in messages.
Error,140001,A report already exists with t,A report already exists with this name. Specify a different name in the Name field.
Error,140002,Specify a new report name.,Specify a new report name.
Error,140003,If you close the report design,"If you close the report designer now, your changes will not be saved. Do you wish to continue?"
Error,140004,Select a report type.,Select a report type.
Error,140005,You did not specify a form. In,"You did not specify a form. In the Form field, select the form to use for the report."
Error,140006,You did not specify a report n,"You did not specify a report name. In the Name field, specify a report name."
Error,140007,Form does not exist.,Form does not exist.
Error,140008,To access the AR System Report,"To access the AR System Report Console, you must use a browser. For browser login information, contact your administrator."
Error,140009,To access the AR System Report,"To access the AR System Report Console, you must use BMC Remedy Mid Tier 7.6.00 or later. The current mid tier version is midTierVersion."
Error,140010,The report name is too long. E,The report name is too long. Enter a report name of 128 characters or fewer.
Note,20,AR System server terminated wh,AR System server terminated when a signal/exception was received by the server.
Note,21,AR System server terminated  -,AR System server terminated  --  fatal error occurred in ARSERVER.
Note,23,Open/write to the filter/escal,Open/write to the filter/escalation log file resumed successfully.
Note,27,This COPY of the Action Reques,"This COPY of the Action Request System(R) does not have its authorization key set, but is ready for use or evaluation. For unlimited capabilities, contact your sales representative."
