"signature_id","ips_name","ips_cat_id","ips_cat_name"
9985,"Microsoft Silverlight Memory Corruption (MS13-052)",40,"WEB-CLIENT"
5845,"Windows Media Player Network Sharing Remote Code Execution 1 (MS10-075)",85,"MEDIA-PLAYERS"
4067,"Quiksoft EasyMail ActiveX LicenseKey Method Invocation",61,ACTIVEX
9557,"IBM Lotus Notes Autonomy KeyView Heap Buffer Overflow",62,"BAD-FILES"
9932,"Windows IE DOM Object Memory Corruption 2",40,"WEB-CLIENT"
3433,"Suspicious C&C Traffic",36,VIRUS
4010,"Cisco CNS Network Registrar DoS",6,DOS
4673,"VideoLAN VLC Media Player SMB URI Buffer Overflow",85,"MEDIA-PLAYERS"
1825,"BULK INSERT Statement 1 (Possible SQL Injection)",49,"SQL-INJECTION"
7402,"Microsoft SharePoint Server XSS 3 (MS12-011)",64,XSS
6798,"ISC BIND CNAME RRSIG Query DoS",5,DNS
6010,"Suspicious SMTP Content-Type Header",31,SMTP
8926,"Oracle 9iAS Information Disclosure 5",38,"WEB-ATTACKS"
4988,"Google Chrome NotifyInstanceWasDeleted Use-After-Free 1",40,"WEB-CLIENT"
5137,"Hummingbird Connectivity LPD Buffer Overflow",14,MISC
115,"Suspicious FTP SIZE Command",9,FTP
9053,"Windows x86 Reverse Stage Shellcode Exploit (TCP)",7,EXPLOIT
4615,"HP SiteScope Remote Code Execution",38,"WEB-ATTACKS"
4462,"Oracle Application Server Single Sign-on XSS",64,XSS
3065,"ClamAV UPX Handling Heap Buffer Overflow",62,"BAD-FILES"
7370,"HTTP Client Shellcode Exploit 68a",7,EXPLOIT
8340,"CA ARCserve Backup Media Server Remote Code Execution 4",28,RPC
9949,"Windows IE Use-After-Free Vulnerability (MS13-047) 12",40,"WEB-CLIENT"
5877,"Print Spooler Informational 2b",13,INFO
3230,"HP Data Protector Remote Code Execution 10",14,MISC
1835,"ODBC Drivers Error",13,INFO
4473,"Suspicious Video 66",85,"MEDIA-PLAYERS"
8187,"IBM Lotus Domino PresetFields Buffer Overflow",38,"WEB-ATTACKS"
3479,"Windows IE Memory Corruption Vulnerability (MS14-012)  11",40,"WEB-CLIENT"
779,"sp_start_job Stored Procedure Call 2",13,INFO
4582,"Adobe Acrobat/Reader Plugin Object Reloading Memory Corruption",62,"BAD-FILES"
5067,"Microsoft Windows NT Authentication Bypass",19,NETBIOS
5538,"Microsoft IIS WebDAV Authentication Bypass 3 (MS09-020)",38,"WEB-ATTACKS"
4099,"Suspicious Request URI 3",38,"WEB-ATTACKS"
4977,"OpenLDAP rwm_conn_destroy DoS 1",63,LDAP
9666,"BigAnt IM Server Arbitrary File Overwrite 1",14,MISC
8795,"IBM Lotus Domino npn_admn.nsf Access",38,"WEB-ATTACKS"
8311,"Oracle Application Server OPMN Format String Attack 3",38,"WEB-ATTACKS"
3217,"HP Data Protector Remote Code Execution 2",14,MISC
5291,"libspf2 DNS TXT Record Handling Heap Buffer Overflow",5,DNS
2557,"CA ARCserve Backup Media Server Buffer Overflow 2",28,RPC
1067,"HTTP Server Directory Traversal Attack 7",38,"WEB-ATTACKS"
4465,"HTTP Client Shellcode Exploit 77b",7,EXPLOIT
5479,"Server Application Shellcode Exploit 22",7,EXPLOIT
7834,"PHP CGI Argument Injection 7",45,"WEB-PHP"
9711,"Windows IE CMarkupBehaviorContext Use-After-Free (MS13-021)",40,"WEB-CLIENT"
3757,"RIM BlackBerry Application Web Loader ActiveX Instantiation",61,ACTIVEX
8355,"Double-Encoded Request URI 2",38,"WEB-ATTACKS"
7923,"Symantec Web Gateway XSS",64,XSS
9500,"Solarwinds Storage Manager SQL Injection",49,"SQL-INJECTION"
6955,"Windows IE SelectAll Remote Code Execution (MS12-023)",40,"WEB-CLIENT"
3163,"B1G b1gBB footer.inc.php Remote File Inclusion",45,"WEB-PHP"
9787,"OpenSSL AES-NI DoS",38,"WEB-ATTACKS"
5268,"Microsoft Active Directory Remote Code Execution 3 (MS08-060)",63,LDAP
1833,"SQL Injection Attack 9",49,"SQL-INJECTION"
7488,"Deprecated ActiveX Instantiation 041 (MS09-032)",61,ACTIVEX
3335,"Windows IE Uninitialized Memory Corruption Vulnerability (MS10-035)",40,"WEB-CLIENT"
8169,"HTTP Request URI with SQL Statement (SELECT)",13,INFO
8184,"Microsoft Active Directory Remote Code Execution 6 (MS07-039)",63,LDAP
5468,"Deprecated ActiveX Instantiation 083",61,ACTIVEX
4470,"Server Application Shellcode Exploit 13",7,EXPLOIT
4875,"Portable SDK for UPnP Buffer Overflow 4",14,MISC
5523,"Oracle Solaris sadmind RPC Request Integer Overflow",28,RPC
8286,"Windows Media Services Remote Code Execution",38,"WEB-ATTACKS"
9512,"CQOle ActiveX RegisterSchemaRepoFromFileByDbSet Method Invocation",61,ACTIVEX
6680,"Windows Shell Command Injection 1",38,"WEB-ATTACKS"
7954,"Symantec Web Gateway Remote Command Execution 1",45,"WEB-PHP"
7643,"ASUS Net4Switch ActiveX MsgBox Method Invocation",61,ACTIVEX
8143,"PHP Page Remote File Inclusion 5",45,"WEB-PHP"
9790,"Ubisoft Uplay PC Remote Code Execution",61,ACTIVEX
1616,"mIRC IRC URL Buffer Overflow",14,MISC
5083,"Server Application Shellcode Exploit 1",7,EXPLOIT
7615,"HP OpenView NNM Toolbar.exe Buffer Overflow 2",38,"WEB-ATTACKS"
4100,"DELETE FROM Statement 2 (Possible SQL Injection)",49,"SQL-INJECTION"
7297,"Blue Coat Authentication and Authorization Agent Buffer Overflow 2",14,MISC
8879,"IBM Lotus Domino smtp.box Access",38,"WEB-ATTACKS"
5387,"HTTP Client Shellcode Exploit 44a",7,EXPLOIT
8965,"ISC BIND VERSION Query (TCP)",13,INFO
2009,"Deprecated ActiveX Instantiation 009 (MS07-033)",61,ACTIVEX
8875,"IBM Lotus Domino smmsg.nsf Access",38,"WEB-ATTACKS"
7081,"PSOProxy HTTP Request Buffer Overflow",38,"WEB-ATTACKS"
7165,"Ponmocup Infected Website Redirection",36,VIRUS
4614,"HTTP Server Shellcode Exploit 12",7,EXPLOIT
4197,"Suspicious SSH Traffic 2",14,MISC
2516,"Freegate Informational",13,INFO
8001,"WordPress feed.php Remote Command Execution",45,"WEB-PHP"
9199,"Windows x86 Reverse Shell Shellcode Exploit (UDP)",7,EXPLOIT
1543,"Cross-Site Scripting (XSS) Attack 39",64,XSS
1011,"MySQL mysql_log Format String Attack",67,"DB-ATTACKS"
9324,"Microsoft FrontPage shtml.exe Access",38,"WEB-ATTACKS"
4519,"Oracle DB InterMedia DoS",67,"DB-ATTACKS"
4511,"Windows DNS Client Buffer Overflow 1 (MS06-041)",5,DNS
8327,"HTTP Request URI with SQL Statement (AND-2)",13,INFO
9047,"Linux x86 Reverse Connect Shell Shellcode Exploit 1 (TCP)",7,EXPLOIT
3782,"ShixxNOTE 6.net Font Field Buffer Overflow",14,MISC
3464,"Windows IE Memory Corruption Vulnerability (MS14-012) 5",40,"WEB-CLIENT"
3629,"VML File HTTP Download 2a",13,INFO
8986,"BSD SPARC Bind Shell Shellcode Exploit (UDP)",7,EXPLOIT
4605,"HTTP Client Shellcode Exploit 2",7,EXPLOIT
1703,"Ultrasurf Informational 4",13,INFO
8764,"IBM Lotus Domino certlog.nsf Access",38,"WEB-ATTACKS"
5194,"Windows IE Layout Memory Corruption 3 (MS11-050)",40,"WEB-CLIENT"
4681,"Suspicious FTP PWD Command",9,FTP
4012,"Citrix Presentation Server Client ActiveX Buffer Overflow",61,ACTIVEX
8282,"WMNews Remote File Inclusion",45,"WEB-PHP"
9172,"Mac OS X PPC FindRecv Stage Shellcode Exploit (UDP)",7,EXPLOIT
6684,"Schneider Electric IGSS Directory Traversal 1",83,"SCADA-ATTACKS"
1442,"Suspicious HTTPS Request 1",38,"WEB-ATTACKS"
4316,"Microsoft DCOM Interface Buffer Overflow 2 (MS03-026)",19,NETBIOS
9469,"DNS Tunneling Traffic 6",5,DNS
4561,"CVS Entry Line Heap Buffer Overflow 1",14,MISC
8183,"TippingPoint Audit Log Telnet Failure XSS",64,XSS
8819,"IBM Lotus Domino kbnv11.nsf Access",38,"WEB-ATTACKS"
5125,"Exim DKIM Heap Buffer Overflow",5,DNS
9908,"Windows IE DOM Object Use-After-Free (MS13-037) 7",40,"WEB-CLIENT"
5217,"HTTP Server Suspicious File Upload 4",38,"WEB-ATTACKS"
2349,"Yahoo! Messenger Webcam ActiveX Buffer Overflow",61,ACTIVEX
6230,"HP OpenView Performance Insight Server Backdoor Account Access",2,BACKDOOR
3937,"Suspicious IMAP EXAMINE Command",12,IMAP
5112,"Suspicious HTTP Proxy-Authorization Header 5",38,"WEB-ATTACKS"
8966,"ISC BIND VERSION Query (UDP)",13,INFO
9214,"HP Data Protector Express Remote Code Execution 2",14,MISC
5245,"IRCBot Trojan Activity",2,BACKDOOR
9358,"Windows Filename Parsing Memory Corruption 2",19,NETBIOS
4970,"System V login Buffer Overflow 1",34,TELNET
8216,"MF Piadas Remote File Inclusion",45,"WEB-PHP"
9748,"Windows Troubleshooter ActiveX RunQuery2 Method Invocation",61,ACTIVEX
1007,"CA ARCserve Backup Message Engine DoS 1",28,RPC
9059,"BSD x86 Reverse Stage Shellcode Exploit (TCP)",7,EXPLOIT
4019,"TCPDUMP ISAKMP Payload Handling DoS 2",14,MISC
4623,"TrackerCam PHP Argument Buffer Overflow",45,"WEB-PHP"
2002,"OpenSSL ECDH Use-After-Free 1",38,"WEB-ATTACKS"
8077,"OmniPCX Office Remote Command Execution",38,"WEB-ATTACKS"
9649,"APT1 Malware Activity 7",87,"COMPROMISED-CERTS"
8665,"Apache httpd httpd.conf Access",38,"WEB-ATTACKS"
5755,"Novell GroupWise Client ActiveX Instantiation 2",61,ACTIVEX
9855,"Suspicious FTP SITE Command 2",9,FTP
2020,"D-Link DIR-300 Remote Command Execution 1",14,MISC
7725,"Microsoft ASP.NET Information Disclosure 4 (MS10-070)",38,"WEB-ATTACKS"
8086,"Akarru Social BookMarking main_content.php Remote File Inclusion",45,"WEB-PHP"
8248,"Suspicious SSH Traffic 3",14,MISC
5340,"Suspicious NTP Traffic 1",14,MISC
8625,"Deprecated ActiveX Instantiation 078",61,ACTIVEX
9601,"Windows OLE Automation Remote Code Execution 2 (MS13-020)",14,MISC
5324,"Microsoft SMB Buffer Underflow 3 (MS08-063)",19,NETBIOS
8095,"Microsoft FrontPage 2000 Server Extensions DoS 1",38,"WEB-ATTACKS"
4989,"Windows Media Player Skin Parsing Code Execution (MS07-047)",85,"MEDIA-PLAYERS"
5249,"Linux Kernel nfsd NFSv4 ACL Buffer Overflow",28,RPC
4221,"SELECT FROM Statement 4 (Possible SQL Injection)",49,"SQL-INJECTION"
1500,"Cross-Site Scripting (XSS) Attack 19",64,XSS
4556,"OpenX fc.php Remote Code Execution",45,"WEB-PHP"
4307,"Zabbix Agent Command Injection 1",14,MISC
9595,"Open Web Analytics Remote File Inclusion",45,"WEB-PHP"
9683,"SAP NetWeaver msg_server Buffer Overflow",14,MISC
7264,"Microsoft ASP.NET Forms Authentication Bypass 3 (MS11-100)",38,"WEB-ATTACKS"
5846,"Microsoft IIS SChannel DoS (MS10-085)",38,"WEB-ATTACKS"
3098,"Weevely Backdoor Access 9",2,BACKDOOR
3258,"Malformed PLS File 1",85,"MEDIA-PLAYERS"
8664,"Apache httpd .wwwacl Access",38,"WEB-ATTACKS"
4060,"HTTP Server Format String Attack 1",38,"WEB-ATTACKS"
4442,"DOM Object Use-After-Free Attack 2a",40,"WEB-CLIENT"
9020,"Linux x86 FindRecv Shell Shellcode Exploit (TCP)",7,EXPLOIT
8483,"Suspicious CIFS Traffic 12",19,NETBIOS
5923,"HTTP Request Informational 2",13,INFO
4831,"Squid HTCP Packet Handling DoS",6,DOS
7122,"Microsoft IIS Repeated Parameter DoS 2 (MS10-065)",38,"WEB-ATTACKS"
6083,"Microsoft SharePoint Server Remote Code Execution 1 (MS10-104)",38,"WEB-ATTACKS"
3700,"Cross-Site Scripting (XSS) Attack 5",64,XSS
6743,"SQL Injection Attack 14",49,"SQL-INJECTION"
3895,"Suspicious IMAP LOGIN Command 2",12,IMAP
5560,"Samba Flags2 Header DoS 2",19,NETBIOS
5835,"Deprecated ActiveX Instantiation 019 (MS10-071)",61,ACTIVEX
8021,"Microsoft IIS FTP Service DoS 4 (MS11-004)",9,FTP
4680,"Apache Struts OGNL Security Bypass",38,"WEB-ATTACKS"
9029,"BSD x86 FindRecv Stage Shellcode Exploit (TCP)",7,EXPLOIT
6856,"Ultrasurf Informational 2",13,INFO
8767,"Realtek Media Player PLA Handling Buffer Overflow",85,"MEDIA-PLAYERS"
9636,"Windows OLE Automation Remote Code Execution 4 (MS13-020)",14,MISC
5493,"Obfuscated HTML Code 10",40,"WEB-CLIENT"
9089,"x86 Decoder Shellcode Exploit 5 (TCP)",7,EXPLOIT
8754,"IBM Lotus Domino books.nsf Access",38,"WEB-ATTACKS"
8549,"SIP Stress Test Traffic 7d (Atypical Scheme)",37,"VoIP-ATTACKS"
1303,"HTTP Client Shellcode Exploit 5",7,EXPLOIT
4992,"Knox Arkeia Server Backup Buffer Overflow 1",14,MISC
4165,"Windows Print Spooler Privilege Escalation (MS09-022)",19,NETBIOS
4619,"Microsoft Outlook Express NNTP Response Buffer Overflow 1 (MS05-030)",14,MISC
9449,"DNS Tunneling Traffic 2",5,DNS
10186,"Suspicious Request URI 16",38,"WEB-ATTACKS"
9648,"APT1 Malware Activity 6",87,"COMPROMISED-CERTS"
8669,"Windows IE execCommand Use-After-Free (MS12-063)",40,"WEB-CLIENT"
4766,"Symantec Alert Management System Buffer Overflow 4",14,MISC
302,"Destination Unreachable (Destination Host Unknown)",10,ICMP
2387,"McAfee WebShield SMTP Bounce Message Format String Attack",31,SMTP
4003,"Apache Tomcat Directory Listing",38,"WEB-ATTACKS"
5975,"Client Application Shellcode Exploit 19",7,EXPLOIT
9651,"APT1 Malware Activity 9",87,"COMPROMISED-CERTS"
7270,"Oracle Job Scheduler Remote Command Execution",19,NETBIOS
5829,"PDF HTTP Informational 2",13,INFO
4733,"HTTP Client Shellcode Exploit 17a",7,EXPLOIT
1249,"Sybase Open Server Memory Corruption",14,MISC
3139,"Microsoft Terminal Services Client ActiveX Heap Buffer Overflow (MS09-044)",61,ACTIVEX
9919,"Oracle Java Font Processing Memory Corruption 3",84,JAVA
8866,"IBM Lotus Domino readme.nsf Access",38,"WEB-ATTACKS"
1423,"Windows DNS Server NAPTR Query Remote Code Execution 3 (MS11-058)",5,DNS
2258,"Suspicious HTTP Cookie Header 3",38,"WEB-ATTACKS"
8638,"Deprecated ActiveX Instantiation 088",61,ACTIVEX
4897,"Server Application Directory Traversal Attack 11",14,MISC
9967,"Windows IE Memory Corruption Vulnerability (MS13-055)",40,"WEB-CLIENT"
6953,"DCERPC Informational 1b",13,INFO
5593,"OpenLDAP Modrdn RDN Remote Code Execution 1",63,LDAP
8556,"ISC BIND RegEx DoS 2",5,DNS
7747,"Progea Movicon TCPuploadServer.exe Critical Function Access 8",83,"SCADA-ATTACKS"
7069,"Windows IE Use-After-Free Vulnerability (MS13-069) 9",40,"WEB-CLIENT"
6031,"Apple Safari for iPhone Hide Address Bar",13,INFO
5026,"JBoss Marshalled Object Remote Code Execution",38,"WEB-ATTACKS"
9696,"Suspicious IMAP RENAME Command",12,IMAP
3750,"MW6 Technologies Barcode.dll ActiveX Supplement Method Invocation",61,ACTIVEX
5437,"Suspicious RTSP Proxy-Require Header",14,MISC
9328,"PHP htmlspecialchars Function Buffer Overflow 2",45,"WEB-PHP"
5318,"HTTP Server Remote Code Execution 24",38,"WEB-ATTACKS"
7272,"Microsoft ASP.NET Forms Authentication Bypass 4 (MS11-100)",38,"WEB-ATTACKS"
9843,"Sysax SSH Server DoS",14,MISC
4749,"X.Org XFSP QueryXBitmaps/QueryXExtents Integer Overflow",14,MISC
9620,"Windows SMTP Service MX Record DoS 2 (MS10-024)",6,DOS
7336,"Apache Struts OGNL Script Injection 3",38,"WEB-ATTACKS"
10190,"Suspicious HTTP User-Agent Header 6",38,"WEB-ATTACKS"
4852,"Microsoft SMB SMB_COM_TRANSACTION DoS 3 (MS06-063)",19,NETBIOS
871,"/etc/shadow Access 1",38,"WEB-ATTACKS"
1286,"Microsoft SQL Server sp_replwritetovarbin Heap Buffer Overflow 1",67,"DB-ATTACKS"
8382,"Suspicious CIFS Traffic 1c",19,NETBIOS
9694,"HP Data Protector EXEC_SETUP Remote Program Execution 2",14,MISC
8276,"Knusperleicht Shoutbox Remote File Inclusion",45,"WEB-PHP"
4920,"Windows License Logging Service Buffer Overflow 3 (MS05-010)",19,NETBIOS
4763,"HP Procurve Manager Authentication Bypass",38,"WEB-ATTACKS"
2540,"Oracle Solaris LPD Arbitrary File Deletion",14,MISC
2553,"Oracle DB MDSYS.SDO_LRS SQL Injection",49,"SQL-INJECTION"
2587,"Oracle AutoVueX ActiveX Arbitrary File Overwrite 1",61,ACTIVEX
7390,"Windows SRVSVC NetPathCanonicalize Buffer Overflow 8 (MS08-067)",19,NETBIOS
8425,"Suspicious RDP Traffic 9",14,MISC
7732,"Novell iManager Create Attribute Buffer Overflow 1",38,"WEB-ATTACKS"
2642,"CA ARCserve Backup caloggerd.exe DoS",28,RPC
7646,"Windows IE Option Element Remote Code Execution (MS11-081)",40,"WEB-CLIENT"
8946,"Oracle 9iAS Information Disclosure 10",38,"WEB-ATTACKS"
1550,"HP LoadRunner ActiveX Instantiation",61,ACTIVEX
4160,"Suspicious CIFS Traffic 3",19,NETBIOS
385,"Destination Unreachable 2 (Communication Administratively Prohibited)",10,ICMP
5416,"HTTP Client Shellcode Exploit 15a",7,EXPLOIT
8210,"Microsoft IIS ServerVariables_Jscript.asp Access",13,INFO
4980,"HTTP Server Shellcode Exploit 21",7,EXPLOIT
9001,"Linux x86 Bind Shell Shellcode Exploit (TCP)",7,EXPLOIT
8820,"IBM Lotus Domino kbssvv11.nsf Access",38,"WEB-ATTACKS"
7508,"LPD Informational",13,INFO
134,"GOGOBOX Informational",13,INFO
9031,"BSD x86 FindSock Shell Shellcode Exploit (TCP)",7,EXPLOIT
4018,"TCPDUMP ISAKMP Payload Handling DoS 1",14,MISC
4443,"IMail LDAP Daemon Buffer Overflow 2",63,LDAP
4893,"Sophos Web Appliance Directory Traversal",38,"WEB-ATTACKS"
5021,"HTTP Server Shellcode Exploit 4",7,EXPLOIT
9936,"Windows IE DesignMode Select Memory Corruption",40,"WEB-CLIENT"
7843,"RealNetworks Helix Server rn5auth.dll Buffer Overflow",14,MISC
6182,"SIP Stress Test Traffic 8b (Multiple Values Exception)",37,"VoIP-ATTACKS"
4394,"Safenet SoftRemote IKE Service Buffer Overflow",14,MISC
2849,"Oracle AutoVueX ActiveX Arbitrary File Overwrite 2",61,ACTIVEX
8916,"sh Access",38,"WEB-ATTACKS"
8709,"Novell Netware XNFS.NLM Buffer Overflow 5",28,RPC
8992,"BSD x86 Bind Stage Shellcode Exploit (UDP)",7,EXPLOIT
8447,"Microsoft SMB Response Parsing Remote Code Execution 3 (MS12-054)",19,NETBIOS
3172,"RealNetworks RealPlayer SMIL Handling Buffer Overflow",85,"MEDIA-PLAYERS"
9614,"Windows IE pasteHTML Use-After-Free (MS13-009)",40,"WEB-CLIENT"
225,"Suspicious FTP CWD Command",9,FTP
8739,"Adobe ColdFusion snippets Access",38,"WEB-ATTACKS"
6221,"Windows Theme File Remote Code Execution 1",62,"BAD-FILES"
6166,"SIP Stress Test Traffic 1a (Non-token Characters)",37,"VoIP-ATTACKS"
8751,"IBM Lotus Domino alog.nsf Access",38,"WEB-ATTACKS"
9669,"Applet Tag Informational 1b",13,INFO
8119,"Microsoft Data Access Components Cachesize Heap Buffer Overflow",14,MISC
9046,"BSD x86 Reverse Connect Shell Shellcode Exploit 4 (UDP)",7,EXPLOIT
7922,"PAC-Designer PAC Handling Buffer Overflow",62,"BAD-FILES"
7478,"Deprecated ActiveX Instantiation 031 (MS09-032)",61,ACTIVEX
10174,"Suspicious HTML Style Tag 5",40,"WEB-CLIENT"
6848,"Windows IE XSLT Memory Corruption (MS11-057)",40,"WEB-CLIENT"
3649,"HTTP Server Remote Code Execution 19",38,"WEB-ATTACKS"
6440,"Sielco Sistemi Winlog Lite Buffer Overflow",83,"SCADA-ATTACKS"
9136,"Linux PPC Shell Shellcode Exploit 1 (TCP)",7,EXPLOIT
4490,"Suspicious HTML Anchor Tag 6",40,"WEB-CLIENT"
8807,"IBM Lotus Domino events4.nsf Access",38,"WEB-ATTACKS"
7772,"Adobe Flash Player Object Confusion 1",85,"MEDIA-PLAYERS"
3089,"Suspicious IMAP LIST Command 3",12,IMAP
9102,"HTTP Request Body with SQL Statement (AND-1)",13,INFO
3085,"Suspicious IMAP SELECT Command 2",12,IMAP
6434,"Microsoft WMI Administrative Tools ActiveX Instantiation (MS11-027)",61,ACTIVEX
7766,"LotusCMS Router Function Command Injection",45,"WEB-PHP"
8782,"IBM Lotus Domino decslog.nsf Access",38,"WEB-ATTACKS"
5002,"UDP Application Shellcode Exploit 1",7,EXPLOIT
4724,"Omni-NFS Server Buffer Overflow",28,RPC
1476,"Suspicious HTTP Content-Disposition Header 1",40,"WEB-CLIENT"
9173,"Mac OS X PPC INETD Shellcode Exploit (TCP)",7,EXPLOIT
5866,"HP Data Protector Media Operations Remote Code Execution",14,MISC
6153,"Oracle GoldenGate Veridata Buffer Overflow",38,"WEB-ATTACKS"
2304,"CA eTrust Intrusion Detection Heap Buffer Overflow",14,MISC
4232,"Malformed PLS File 2",85,"MEDIA-PLAYERS"
7303,"HTTP Default Password Login (admin) 2",13,INFO
7255,"Viscom Movie Player ActiveX DrawText Method Invocation",61,ACTIVEX
7554,"wintab32.dll Insecure Library Loading 1",14,MISC
4304,"Ipswitch WhatsUp Gold HTTP Request DoS",38,"WEB-ATTACKS"
7315,"PHP Exif Header Parsing Integer Overflow 1",45,"WEB-PHP"
2241,"Microsoft Outlook Express MHTML Remote Command Execution 2 (MS04-013)",14,MISC
6734,"Suspicious Request URI 8",38,"WEB-ATTACKS"
7915,"HP StorageWorks Virtual SAN Appliance Remote Command Execution",14,MISC
6535,"CA Total Defense getDBConfigSettings Information Disclosure",14,MISC
6729,"Firefly Media Server DoS",38,"WEB-ATTACKS"
8083,"Suspicious FTP MKD Command 2",9,FTP
9900,"Windows IE DOM Object Use-After-Free (MS13-037) 5",40,"WEB-CLIENT"
8725,"Adobe ColdFusion cfmlsyntaxcheck.cfm Access",38,"WEB-ATTACKS"
8730,"Adobe ColdFusion index.cfm Access 2",13,INFO
1218,"CA ARCserve D2D Information Disclosure",38,"WEB-ATTACKS"
4700,"Microsoft HTML Help Workshop Buffer Overflow",62,"BAD-FILES"
7282,"Windows IE Use-After-Free Vulnerability (MS13-069) 4",40,"WEB-CLIENT"
7097,"System Progressive FakeAV Activity",36,VIRUS
9026,"Windows x86 FindRecv Stage Shellcode Exploit (UDP)",7,EXPLOIT
4806,"Microsoft Data Access Components Cachesize Heap Buffer Overflow 2",14,MISC
4406,"Malformed ZIP File 2",62,"BAD-FILES"
8439,"Suspicious LDAP Traffic 4",63,LDAP
4555,"Microsoft SMB2 Infinite Loop DoS (MS09-050)",19,NETBIOS
8786,"IBM Lotus Domino domcfg.nsf Access",38,"WEB-ATTACKS"
4665,"HTTP Client Shellcode Exploit 13",7,EXPLOIT
9244,"Suspicious Video 5",85,"MEDIA-PLAYERS"
5725,"Excessive HTTP Error Responses 1",40,"WEB-CLIENT"
8981,"Avaya WinPMD UniteHostRouter Buffer Overflow",14,MISC
4845,"Windows License Logging Service Buffer Overflow 2 (MS05-010)",19,NETBIOS
3346,"WellinTech kxClientDownload ActiveX Remote Code Execution 2",38,"WEB-ATTACKS"
5451,"Mozilla Firefox XrayWrapper Pollution 1",38,"WEB-ATTACKS"
4976,"Windows RPC Locator Service Buffer Overflow 2 (MS03-001)",19,NETBIOS
5922,"Malformed PDF File 32",62,"BAD-FILES"
4675,"EOT HTTP Informational",13,INFO
9834,"Schneider Electric IGSS Buffer Overflow 5",83,"SCADA-ATTACKS"
1044,"IBM Lotus Sametime MUX Buffer Overflow",38,"WEB-ATTACKS"
4366,"Symantec Veritas Backup Exec Name Service Buffer Overflow 1",14,MISC
7982,"Deprecated ActiveX Instantiation 068",61,ACTIVEX
6423,"Suspicious HTTP Content-Type Header 1c",40,"WEB-CLIENT"
4300,"Windows IE Uninitialized Object Memory Corruption 1 (MS09-072)",40,"WEB-CLIENT"
9825,"Microsoft Active Directory Memory Consumption DoS",63,LDAP
3229,"HP Data Protector Remote Code Execution 9",14,MISC
6698,"Windows IE HTML Layout Remote Code Execution (MS12-010)",40,"WEB-CLIENT"
9167,"Mac OS X PPC Bind Stage Shellcode Exploit (UDP)",7,EXPLOIT
4474,"Suspicious ActiveX Method Invocation 3",61,ACTIVEX
8189,"Oracle WebLogic Server Apache Connector Buffer Overflow 2",84,JAVA
5272,"HTTP Server Directory Traversal Attack 18",38,"WEB-ATTACKS"
6060,"HTTP Server Shellcode Exploit 7",7,EXPLOIT
6304,"Microsoft SMB Client Remote Code Execution 3 (MS10-020)",19,NETBIOS
3174,"Cross-Site Scripting (XSS) Attack 26",64,XSS
8272,"Comet WebFileManager Remote File Inclusion",45,"WEB-PHP"
4340,"Sambar Search Results Buffer Overflow",38,"WEB-ATTACKS"
9917,"Oracle Java Font Processing Memory Corruption 1",84,JAVA
4310,"SAP NetWeaver DiagTraceAtoms Buffer Overflow",14,MISC
8215,"UNION SELECT Statement 6 (Possible SQL Injection)",49,"SQL-INJECTION"
4164,"mIRC PRIVMSG Buffer Overflow 1",14,MISC
8033,"ISC BIND Information Disclosure 3",5,DNS
5281,"Arsinfoder Trojan Activity",2,BACKDOOR
6379,"Majordomo 2 Directory Traversal",38,"WEB-ATTACKS"
2036,"Triangle Research International Nano-10 PLC DoS 1",83,"SCADA-ATTACKS"
8749,"IBM Lotus Domino admin4.nsf Access",38,"WEB-ATTACKS"
9208,"Suspicious DNS Traffic 5",5,DNS
9213,"Chicken of the VNC DoS",14,MISC
1194,"MSN/WLM Video Data Heap Buffer Overflow (MS07-054)",14,MISC
8774,"IBM Lotus Domino customerdata.nsf Access",38,"WEB-ATTACKS"
4943,"IBM Informix Dynamic Server Authentication Buffer Overflow",67,"DB-ATTACKS"
4299,"DCERPC Close Informational 2",13,INFO
4235,"CVS File Existence Information Disclosure",14,MISC
7470,"Deprecated ActiveX Instantiation 023 (MS09-032)",61,ACTIVEX
9034,"Linux SPARC Reverse Connect Shell Shellcode Exploit 1 (UDP)",7,EXPLOIT
4024,"Symantec Altiris ActiveX DownloadAndInstall Method Invocation",61,ACTIVEX
8955,"Oracle 9iAS Information Disclosure 18",38,"WEB-ATTACKS"
9881,"CoDeSys Gateway Server Remote Code Execution 1",83,"SCADA-ATTACKS"
9991,"Adobe Flash Player Integer Overflow",85,"MEDIA-PLAYERS"
7728,"Microsoft Outlook Object Tag Remote Code Execution 1",31,SMTP
7997,"Obfuscated HTML Code 107",40,"WEB-CLIENT"
1081,"HTTP Server Remote Code Execution 7",38,"WEB-ATTACKS"
1675,"TOWeLS scripture.php Remote File Inclusion",45,"WEB-PHP"
8738,"Adobe ColdFusion exampleapp Access",38,"WEB-ATTACKS"
348,"Router Selection",10,ICMP
8789,"IBM Lotus Domino dspug.nsf Access",38,"WEB-ATTACKS"
1299,"HTTP Client Shellcode Exploit 4",7,EXPLOIT
6753,"Cross-Site Scripting (XSS) Attack 8",64,XSS
9372,"Windows IE Memory Corruption Vulnerability (MS13-097) 1",38,"WEB-ATTACKS"
3105,"Apache httpd mod_proxy Security Bypass 1",38,"WEB-ATTACKS"
8671,"Apache httpd stronghold-status Access",13,INFO
